Ano;Modalidade;Semestre;Centro;Curso;Turno;Ingressantes;Matriculados;Concluintes;Desligados;Trancados
2022;Presencial;2;CTG;Engenharia de Produção;Integral;0;196;18;12;6
2022;Presencial;2;CTG;Engenharia de Telecomunicações;Integral;0;32;0;5;6
2022;Presencial;2;CTG;Engenharia Elétrica;Integral;0;263;14;13;31
2022;Presencial;2;CTG;Engenharia Eletrônica;Integral;0;232;12;13;33
2022;Presencial;2;CTG;Engenharia Mecânica;Integral;0;439;18;33;39
2022;Presencial;2;CTG;Engenharia Naval;Integral;0;74;5;10;9
2022;Presencial;2;CTG;Engenharia Química;Integral;0;340;27;19;16
2022;Presencial;2;CTG;Geologia;Integral;20;141;11;14;6
2022;Presencial;2;CTG;Oceanografia;Integral;0;73;7;13;7
2022;Presencial;2;CTG;Química Industrial;Noturno;0;170;4;16;17
