Ano;Modalidade;Semestre;Centro;Curso;Turno;Ingressantes;Matriculados;Concluintes;Desligados;Trancados
2020;Presencial;1;CAC;Letras - Inglês;Matutino;1;107;10;11;5
2020;Presencial;1;CAC;Letras - Libras;Matutino;0;103;19;7;5
2020;Presencial;1;CAC;Letras - Português;Noturno;31;147;7;10;7
2020;Presencial;1;CAC;Letras - Português;vespertino;1;225;11;17;14
2020;Presencial;1;CAC;Música;Integral;23;110;5;0;2
2020;Presencial;1;CAC;Música;Matutino;0;14;3;0;1
2020;Presencial;1;CAC;Música;Noturno;1;91;10;4;2
2020;Presencial;1;CAC;Música - Canto;Matutino;2;5;0;0;0
2020;Presencial;1;CAC;Música - Instrumento;Matutino;10;46;4;3;4
2020;Presencial;1;CAC;Publicidade e Propaganda;Matutino;0;159;19;9;4
2020;Presencial;1;CAC;Rádio, TV e Internet;Matutino;0;109;7;9;8
2020;Presencial;1;CAC;Teatro;Integral;35;142;6;2;8
2020;Presencial;1;CAV;Ciências Biológicas - CAV;Noturno;41;393;36;23;9
2020;Presencial;1;CAV;Educação Física - Bacharelado - CAV;Matutino;35;232;15;23;30
2020;Presencial;1;CAV;Educação Física - Licenciatura - CAV;vespertino;45;301;15;14;30
2020;Presencial;1;CAV;Enfermagem - CAV;Integral;30;268;44;5;4
2020;Presencial;1;CAV;Nutrição - CAV;Matutino;29;217;22;8;1
2020;Presencial;1;CAV;Saúde Coletiva - CAV;Noturno;30;185;19;16;7
2020;Presencial;1;CB;Biomedicina;Integral;60;444;31;19;11
2020;Presencial;1;CB;Ciências Biológicas - Bacharelado;Integral;50;401;50;22;26
2020;Presencial;1;CB;Ciências Biológicas - Ciências Ambientais;Integral;40;296;18;23;24
2020;Presencial;1;CB;Ciências Biológicas - Licenciatura;Noturno;50;378;30;26;24
2020;Presencial;1;CCEN;Estatística;Integral;30;105;2;6;10
2020;Presencial;1;CCEN;Física - Bacharelado;Integral;19;93;12;11;3
2020;Presencial;1;CCEN;Física - Licenciatura;Noturno;31;107;4;6;7
2020;Presencial;1;CCEN;Matemática - Bacharelado;Integral;30;77;3;12;8
2020;Presencial;1;CCEN;Matemática - Licenciatura;Noturno;40;147;4;13;8
2020;Presencial;1;CCEN;Química - Bacharelado;Integral;19;68;3;8;6
2020;Presencial;1;CCEN;Química - Licenciatura;Noturno;30;121;11;7;12
2020;Presencial;1;CCJ;Direito;Matutino;52;506;63;18;14
2020;Presencial;1;CCJ;Direito;Noturno;54;748;73;15;17
2020;Presencial;1;CCM;Medicina;Integral;72;821;75;4;7
2020;Presencial;1;CCS;Educação Física - Bacharelado;Integral;60;478;33;35;26
2020;Presencial;1;CCS;Educação Física - Licenciatura;Integral;60;451;28;37;16
2020;Presencial;1;CCS;Enfermagem;Integral;40;350;37;16;12
2020;Presencial;1;CCS;Farmácia;Integral;45;440;49;16;11
2020;Presencial;1;CCS;Fisioterapia;Integral;33;294;16;10;8
2020;Presencial;1;CCS;Fonoaudiologia;Integral;29;118;0;3;3
2020;Presencial;1;CCS;Nutrição;Integral;29;232;27;5;11
2020;Presencial;1;CCS;Odontologia;Integral;51;470;38;14;11
2020;Presencial;1;CCS;Odontologia;Noturno;20;192;21;8;3
2020;Presencial;1;CCS;Terapia Ocupacional;Integral;18;149;23;7;4
2020;Presencial;1;CCSA;Administração;Matutino;50;418;68;20;18
2020;Presencial;1;CCSA;Administração;Noturno;50;393;48;16;15
2020;Presencial;1;CCSA;Ciências Atuariais;Integral;30;106;3;5;7
2020;Presencial;1;CCSA;Ciências Contábeis;Noturno;51;385;30;28;29
2020;Presencial;1;CCSA;Ciências Contábeis;vespertino;59;466;42;30;10
2020;Presencial;1;CCSA;Ciências Econômicas;Matutino;62;256;14;25;15
2020;Presencial;1;CCSA;Ciências Econômicas;Noturno;61;252;12;35;27
2020;Presencial;1;CCSA;Hotelaria;Integral;0;91;8;10;13
2020;Presencial;1;CCSA;Secretariado;Noturno;60;373;19;22;16
2020;Presencial;1;CCSA;Serviço Social;Matutino;60;233;9;12;4
2020;Presencial;1;CCSA;Serviço Social;vespertino;0;202;23;4;10
2020;Presencial;1;CCSA;Turismo;Noturno;0;124;9;9;12
2020;Presencial;1;CCSA;Turismo;vespertino;35;149;12;6;14
2020;Presencial;1;CE;Pedagogia;Matutino;52;414;45;25;14
2020;Presencial;1;CE;Pedagogia;Noturno;50;385;31;20;22
2020;Presencial;1;CE;Pedagogia;vespertino;0;176;20;16;4
2020;Presencial;1;CFCH;Arqueologia;Integral;30;113;9;7;12
2020;Presencial;1;CFCH;Ciência Política;Integral;50;176;15;9;15
2020;Presencial;1;CFCH;Ciências Sociais - Bacharelado;vespertino;60;209;14;18;17
2020;Presencial;1;CFCH;Ciências Sociais - Licenciatura;Noturno;0;187;9;26;13
2020;Presencial;1;CFCH;Filosofia - Bacharelado;vespertino;20;66;5;5;8
2020;Presencial;1;CFCH;Filosofia - Licenciatura;vespertino;40;150;10;6;4
2020;Presencial;1;CFCH;Geografia - Bacharelado;vespertino;58;222;14;21;15
2020;Presencial;1;CFCH;Geografia - Licenciatura;Matutino;59;225;20;16;6
2020;Presencial;1;CFCH;Geografia - Licenciatura;Noturno;61;243;30;10;11
2020;Presencial;1;CFCH;História - Bacharelado;vespertino;35;130;9;10;10
2020;Presencial;1;CFCH;História - Licenciatura;Noturno;0;203;9;18;9
2020;Presencial;1;CFCH;História - Licenciatura;vespertino;20;98;10;2;7
2020;Presencial;1;CFCH;Museologia;Noturno;30;95;1;6;7
2020;Presencial;1;CFCH;Psicologia;Integral;41;375;45;19;10
2020;Presencial;1;CIn;Ciência da Computação;Integral;51;485;23;23;23
2020;Presencial;1;CIn;Engenharia da Computação;Integral;51;510;26;34;28
2020;Presencial;1;CIn;Sistema de Informação;Integral;34;316;17;20;16
2020;Presencial;1;CTG;ABI-Engenharia;Integral;329;351;0;86;0
2020;Presencial;1;CTG;Engenharia Biomédica;Integral;30;113;8;9;9
2020;Presencial;1;CTG;Engenharia Cartográfica e de Agrimensura;Integral;30;97;10;18;17
2020;Presencial;1;CTG;Engenharia Cartográfica e de Agrimensura;Noturno;0;64;6;22;6
2020;Presencial;1;CTG;Engenharia Civil;Integral;0;548;45;21;20
2020;Presencial;1;CTG;Engenharia de Alimentos;Integral;0;98;2;13;5
2020;Presencial;1;CTG;Engenharia de Controle e Automação;Integral;0;186;8;12;13
2020;Presencial;1;CTG;Engenharia de Energia;Integral;0;99;15;7;1
2020;Presencial;1;CTG;Engenharia de Materiais;Integral;0;76;6;4;8
2020;Presencial;1;CTG;Engenharia de Minas;Integral;25;76;6;3;2
2020;Presencial;1;CTG;Engenharia de Produção;Integral;40;199;13;12;5
2020;Presencial;1;CTG;Engenharia de Telecomunicações;Integral;0;32;0;0;2
2020;Presencial;1;CTG;Engenharia Elétrica;Integral;0;329;30;19;13
2020;Presencial;1;CTG;Engenharia Eletrônica;Integral;0;254;15;23;19
2020;Presencial;1;CTG;Engenharia Mecânica;Integral;0;541;41;33;20
2020;Presencial;1;CTG;Engenharia Naval;Integral;0;98;4;6;8
2020;Presencial;1;CTG;Engenharia Química;Integral;0;423;40;20;16
2020;Presencial;1;CTG;Geologia;Integral;20;138;9;13;6
2020;Presencial;1;CTG;Oceanografia;Integral;25;81;2;8;3
2020;Presencial;1;CTG;Química Industrial;Noturno;40;170;7;9;23
2020;Presencial;2;CAA;Administração - CAA;Matutino;41;314;8;32;16
2020;Presencial;2;CAA;Administração - CAA;Noturno;40;291;11;48;11
2020;Presencial;2;CAA;Ciências Econômicas - CAA;Noturno;50;357;15;48;16
2020;Presencial;2;CAA;Comunicação Social - CAA;Integral;0;149;7;17;1
2020;Presencial;2;CAA;Design - CAA;Integral;39;301;9;26;27
2020;Presencial;2;CAA;Design - CAA;Noturno;40;290;7;29;60
2020;Presencial;2;CAA;Engenharia Civil - CAA;Integral;34;313;12;32;15
2020;Presencial;2;CAA;Engenharia de Produção - CAA;Integral;40;315;14;37;10
2020;Presencial;2;CAA;Física - CAA;Noturno;39;244;5;49;12
2020;Presencial;2;CAA;Matemática - CAA;Noturno;43;311;19;29;15
2020;Presencial;2;CAA;Medicina - CAA;Integral;0;457;67;1;5
2020;Presencial;2;CAA;Pedagogia - CAA;Noturno;40;290;6;24;6
2020;Presencial;2;CAA;Química - CAA;Noturno;39;282;16;28;5
2020;Presencial;2;CAC;Arquitetura e Urbanismo;Integral;53;475;11;15;22
2020;Presencial;2;CAC;Artes Visuais - Bacharelado;Matutino;2;30;0;9;2
2020;Presencial;2;CAC;Artes Visuais - Licenciatura;Integral;0;130;4;20;6
2020;Presencial;2;CAC;Biblioteconomia;vespertino;1;173;13;24;11
2020;Presencial;2;CAC;Cinema e Audiovisual;vespertino;50;197;8;8;10
2020;Presencial;2;CAC;Dança;Noturno;0;119;9;19;4
2020;Presencial;2;CAC;Design;Integral;35;295;24;26;9
2020;Presencial;2;CAC;Expressão Gráfica;Integral;0;70;4;16;10
2020;Presencial;2;CAC;Gestão da Informação;Noturno;2;166;5;38;9
2020;Presencial;2;CAC;Jornalismo;vespertino;0;181;23;18;3
2020;Presencial;2;CAC;Letras - Bacharelado;vespertino;5;114;5;19;9
2020;Presencial;2;CAC;Letras - Espanhol;Matutino;30;96;5;14;4
2020;Presencial;2;CAC;Letras - Espanhol;Noturno;0;67;3;34;4
2020;Presencial;2;CAC;Letras - Francês;vespertino;0;40;3;9;2
2020;Presencial;2;CAC;Letras - Inglês;Matutino;28;108;0;18;4
2020;Presencial;2;CAC;Letras - Libras;Matutino;30;107;2;10;2
2020;Presencial;2;CAC;Letras - Português;Noturno;3;114;4;28;8
2020;Presencial;2;CAC;Letras - Português;vespertino;60;250;12;21;17
2020;Presencial;2;CAC;Música;Integral;0;93;10;11;3
2020;Presencial;2;CAC;Música;Matutino;0;9;2;2;1
2020;Presencial;2;CAC;Música;Noturno;20;94;7;6;3
2020;Presencial;2;CAC;Música - Canto;Matutino;1;6;0;0;0
2020;Presencial;2;CAC;Música - Instrumento;Matutino;1;40;0;4;3
2020;Presencial;2;CAC;Publicidade e Propaganda;Matutino;47;182;5;9;1
2020;Presencial;2;CAC;Rádio, TV e Internet;Matutino;31;129;7;7;5
2020;Presencial;2;CAC;Teatro;Integral;1;128;7;11;6
2020;Presencial;2;CAV;Ciências Biológicas - CAV;Noturno;45;368;18;34;9
2020;Presencial;2;CAV;Educação Física - Bacharelado - CAV;Matutino;38;244;17;38;3
2020;Presencial;2;CAV;Educação Física - Licenciatura - CAV;vespertino;45;289;15;59;14
2020;Presencial;2;CAV;Enfermagem - CAV;Integral;33;248;1;11;2
2020;Presencial;2;CAV;Nutrição - CAV;Matutino;35;226;12;6;0
2020;Presencial;2;CAV;Saúde Coletiva - CAV;Noturno;30;168;8;30;5
2020;Presencial;2;CB;Biomedicina;Integral;71;454;13;33;9
2020;Presencial;2;CB;Ciências Biológicas - Bacharelado;Integral;49;362;16;37;27
2020;Presencial;2;CB;Ciências Biológicas - Ciências Ambientais;Integral;39;272;13;43;26
2020;Presencial;2;CB;Ciências Biológicas - Licenciatura;Noturno;50;369;32;45;8
2020;Presencial;2;CCEN;Estatística;Integral;0;83;8;20;10
2020;Presencial;2;CCEN;Física - Bacharelado;Integral;5;73;2;13;5
2020;Presencial;2;CCEN;Física - Licenciatura;Noturno;1;84;6;21;6
2020;Presencial;2;CCEN;Matemática - Bacharelado;Integral;1;54;5;25;4
2020;Presencial;2;CCEN;Matemática - Licenciatura;Noturno;8;124;7;33;2
2020;Presencial;2;CCEN;Química - Bacharelado;Integral;2;60;3;11;2
2020;Presencial;2;CCEN;Química - Licenciatura;Noturno;2;89;3;30;6
2020;Presencial;2;CCJ;Direito;Matutino;54;481;17;19;11
2020;Presencial;2;CCJ;Direito;Noturno;103;745;34;34;17
2020;Presencial;2;CCM;Medicina;Integral;71;814;66;5;5
2020;Presencial;2;CCS;Educação Física - Bacharelado;Integral;60;444;10;70;17
2020;Presencial;2;CCS;Educação Física - Licenciatura;Integral;57;399;25;73;24
2020;Presencial;2;CCS;Enfermagem;Integral;54;350;13;18;13
2020;Presencial;2;CCS;Farmácia;Integral;46;420;17;21;9
2020;Presencial;2;CCS;Fisioterapia;Integral;52;317;15;12;9
2020;Presencial;2;CCS;Fonoaudiologia;Integral;1;116;27;6;0
2020;Presencial;2;CCS;Nutrição;Integral;33;221;20;20;8
2020;Presencial;2;CCS;Odontologia;Integral;49;448;40;36;8
2020;Presencial;2;CCS;Odontologia;Noturno;20;180;18;9;5
2020;Presencial;2;CCS;Terapia Ocupacional;Integral;20;142;5;6;2
2020;Presencial;2;CCSA;Administração;Matutino;51;378;27;34;7
2020;Presencial;2;CCSA;Administração;Noturno;50;359;16;37;14
2020;Presencial;2;CCSA;Ciências Atuariais;Integral;0;82;3;24;5
2020;Presencial;2;CCSA;Ciências Contábeis;Noturno;50;359;17;56;19
2020;Presencial;2;CCSA;Ciências Contábeis;vespertino;62;449;30;33;15
2020;Presencial;2;CCSA;Ciências Econômicas;Matutino;0;215;10;33;9
2020;Presencial;2;CCSA;Ciências Econômicas;Noturno;1;202;9;44;22
2020;Presencial;2;CCSA;Hotelaria;Integral;30;100;1;19;7
2020;Presencial;2;CCSA;Secretariado;Noturno;58;342;8;78;10
2020;Presencial;2;CCSA;Serviço Social;Matutino;1;204;12;21;4
2020;Presencial;2;CCSA;Serviço Social;vespertino;57;226;8;12;8
2020;Presencial;2;CCSA;Turismo;Noturno;33;130;3;20;11
2020;Presencial;2;CCSA;Turismo;vespertino;0;126;16;18;7
2020;Presencial;2;CE;Pedagogia;Matutino;51;382;19;38;14
2020;Presencial;2;CE;Pedagogia;Noturno;53;364;16;49;16
2020;Presencial;2;CE;Pedagogia;vespertino;50;195;16;13;2
2020;Presencial;2;CFCH;Arqueologia;Integral;1;92;5;19;6
2020;Presencial;2;CFCH;Ciência Política;Integral;6;152;4;23;7
2020;Presencial;2;CFCH;Ciências Sociais - Bacharelado;vespertino;1;166;5;32;16
2020;Presencial;2;CFCH;Ciências Sociais - Licenciatura;Noturno;59;213;7;27;10
2020;Presencial;2;CFCH;Filosofia - Bacharelado;vespertino;1;55;4;14;1
2020;Presencial;2;CFCH;Filosofia - Licenciatura;vespertino;1;112;11;25;8
2020;Presencial;2;CFCH;Geografia - Bacharelado;vespertino;3;164;8;46;17
2020;Presencial;2;CFCH;Geografia - Licenciatura;Matutino;1;180;14;31;1
2020;Presencial;2;CFCH;Geografia - Licenciatura;Noturno;1;174;6;43;9
2020;Presencial;2;CFCH;História - Bacharelado;vespertino;5;98;5;30;8
2020;Presencial;2;CFCH;História - Licenciatura;Noturno;57;228;7;22;10
2020;Presencial;2;CFCH;História - Licenciatura;vespertino;0;80;3;14;1
2020;Presencial;2;CFCH;Museologia;Noturno;0;74;3;23;4
2020;Presencial;2;CFCH;Psicologia;Integral;41;359;19;15;9
2020;Presencial;2;CIn;Ciência da Computação;Integral;56;495;16;27;19
2020;Presencial;2;CIn;Engenharia da Computação;Integral;56;504;23;46;18
2020;Presencial;2;CIn;Sistema de Informação;Integral;37;301;8;32;20
2020;Presencial;2;CTG;ABI-Engenharia;Integral;279;583;0;48;0
2020;Presencial;2;CTG;Engenharia Biomédica;Integral;9;106;3;10;7
2020;Presencial;2;CTG;Engenharia Cartográfica e de Agrimensura;Integral;0;63;7;29;12
2020;Presencial;2;CTG;Engenharia Cartográfica e de Agrimensura;Noturno;31;73;6;13;10
2020;Presencial;2;CTG;Engenharia Civil;Integral;10;474;25;41;18
2020;Presencial;2;CTG;Engenharia de Alimentos;Integral;5;87;1;19;0
2020;Presencial;2;CTG;Engenharia de Controle e Automação;Integral;9;173;6;21;6
2020;Presencial;2;CTG;Engenharia de Energia;Integral;4;79;5;10;0
2020;Presencial;2;CTG;Engenharia de Materiais;Integral;0;61;4;15;2
2020;Presencial;2;CTG;Engenharia de Minas;Integral;26;80;2;13;5
2020;Presencial;2;CTG;Engenharia de Produção;Integral;6;175;5;19;3
2020;Presencial;2;CTG;Engenharia de Telecomunicações;Integral;0;20;0;7;7
2020;Presencial;2;CTG;Engenharia Elétrica;Integral;8;276;10;36;8
2020;Presencial;2;CTG;Engenharia Eletrônica;Integral;5;203;6;39;22
2020;Presencial;2;CTG;Engenharia Mecânica;Integral;7;458;24;45;24
2020;Presencial;2;CTG;Engenharia Naval;Integral;0;84;1;12;6
2020;Presencial;2;CTG;Engenharia Química;Integral;4;353;13;42;8
2020;Presencial;2;CTG;Geologia;Integral;19;120;2;28;6
2020;Presencial;2;CTG;Oceanografia;Integral;0;68;2;10;4
2020;Presencial;2;CTG;Química Industrial;Noturno;1;146;5;30;11
2021;EAD;1;CAC;Letras - Língua Espanhola - EAD;EAD;0;112;13;65;8
2021;EAD;1;CAC;Letras - Língua Portuguesa - EAD;EAD;0;158;20;61;8
2021;EAD;1;CB;Ciências Biológicas - EAD;EAD;126;125;0;0;1
2021;EAD;1;CCEN;Matemática - EAD;EAD;0;97;4;46;4
2021;EAD;1;CCSA;Ciências Contábeis - EAD;EAD;0;121;4;34;7
2021;EAD;1;CFCH;Geografia - EAD;EAD;0;126;18;39;2
2021;EAD;2;CAC;Letras - Língua Espanhola - EAD;EAD;0;81;10;17;9
2021;EAD;2;CAC;Letras - Língua Portuguesa - EAD;EAD;0;120;16;20;6
2021;EAD;2;CB;Ciências Biológicas - EAD;EAD;0;92;0;31;3
2021;EAD;2;CCEN;Matemática - EAD;EAD;0;76;5;14;7
2021;EAD;2;CCSA;Ciências Contábeis - EAD;EAD;0;104;6;12;8
2021;EAD;2;CFCH;Geografia - EAD;EAD;0;74;0;12;24
2021;Presencial;1;CAA;Administração - CAA;Matutino;38;324;15;22;14
2021;Presencial;1;CAA;Administração - CAA;Noturno;39;290;7;28;12
2021;Presencial;1;CAA;Ciências Econômicas - CAA;Noturno;55;361;16;30;22
2021;Presencial;1;CAA;Comunicação Social - CAA;Integral;41;177;9;2;5
2021;Presencial;1;CAA;Design - CAA;Integral;42;315;30;15;31
2021;Presencial;1;CAA;Design - CAA;Noturno;43;305;13;22;59
2021;Presencial;1;CAA;Engenharia Civil - CAA;Integral;43;328;23;21;10
2021;Presencial;1;CAA;Engenharia de Produção - CAA;Integral;40;320;13;23;8
2021;Presencial;1;CAA;Física - CAA;Noturno;40;254;5;28;9
2021;Presencial;1;CAA;Matemática - CAA;Noturno;42;316;25;23;10
2021;Presencial;1;CAA;Medicina - CAA;Integral;78;467;0;1;5
2021;Presencial;1;CAA;Pedagogia - CAA;Noturno;45;303;29;19;13
2021;Presencial;1;CAA;Química - CAA;Noturno;40;277;12;19;13
2021;Presencial;1;CAC;Arquitetura e Urbanismo;Integral;51;502;27;14;21
2021;Presencial;1;CAC;Artes Visuais - Bacharelado;Matutino;22;44;0;4;6
2021;Presencial;1;CAC;Artes Visuais - Licenciatura;Integral;32;148;7;5;12
2021;Presencial;1;CAC;Biblioteconomia;vespertino;56;204;13;7;16
2021;Presencial;1;CAC;Cinema e Audiovisual;vespertino;5;180;8;15;9
2021;Presencial;1;CAC;Dança;Noturno;22;129;7;5;2
2021;Presencial;1;CAC;Design;Integral;35;291;18;15;10
2021;Presencial;1;CAC;Expressão Gráfica;Integral;30;92;0;5;9
2021;Presencial;1;CAC;Gestão da Informação;Noturno;59;205;7;7;16
2021;Presencial;1;CAC;Jornalismo;vespertino;49;206;15;2;2
2021;Presencial;1;CAC;Letras - Bacharelado;vespertino;30;133;9;3;12
2021;Presencial;1;CAC;Letras - Espanhol;Matutino;2;81;5;13;3
2021;Presencial;1;CAC;Letras - Espanhol;Noturno;33;90;5;5;6
2021;Presencial;1;CAC;Letras - Francês;vespertino;18;54;2;2;1
2021;Presencial;1;CAC;Letras - Inglês;Matutino;0;104;17;4;4
2021;Presencial;1;CAC;Letras - Libras;Matutino;0;99;16;5;3
2021;Presencial;1;CAC;Letras - Português;Noturno;34;131;8;9;12
2021;Presencial;1;CAC;Letras - Português;vespertino;5;236;18;16;8
2021;Presencial;1;CAC;Música;Integral;22;103;3;4;1
2021;Presencial;1;CAC;Música;Matutino;0;7;0;1;0
2021;Presencial;1;CAC;Música;Noturno;5;88;11;6;1
2021;Presencial;1;CAC;Música - Canto;Matutino;3;9;0;0;0
2021;Presencial;1;CAC;Música - Instrumento;Matutino;12;49;2;2;3
2021;Presencial;1;CAC;Publicidade e Propaganda;Matutino;0;160;29;11;7
2021;Presencial;1;CAC;Rádio, TV e Internet;Matutino;0;115;8;10;2
2021;Presencial;1;CAC;Teatro;Integral;35;147;10;4;11
2021;Presencial;1;CAV;Ciências Biológicas - CAV;Noturno;46;381;25;14;10
2021;Presencial;1;CAV;Educação Física - Bacharelado - CAV;Matutino;34;239;20;12;13
2021;Presencial;1;CAV;Educação Física - Licenciatura - CAV;vespertino;47;289;22;37;9
2021;Presencial;1;CAV;Enfermagem - CAV;Integral;42;284;5;5;2
2021;Presencial;1;CAV;Nutrição - CAV;Matutino;31;236;17;3;6
2021;Presencial;1;CAV;Saúde Coletiva - CAV;Noturno;32;173;19;16;8
2021;Presencial;1;CB;Biomedicina;Integral;59;479;38;14;16
2021;Presencial;1;CB;Ciências Biológicas - Bacharelado;Integral;60;386;45;25;22
2021;Presencial;1;CB;Ciências Biológicas - Ciências Ambientais;Integral;40;268;25;22;35
2021;Presencial;1;CB;Ciências Biológicas - Licenciatura;Noturno;49;360;17;21;13
2021;Presencial;1;CCEN;Estatística;Integral;34;109;2;4;6
2021;Presencial;1;CCEN;Física - Bacharelado;Integral;31;96;4;5;6
2021;Presencial;1;CCEN;Física - Licenciatura;Noturno;26;101;3;6;3
2021;Presencial;1;CCEN;Matemática - Bacharelado;Integral;31;78;0;3;3
2021;Presencial;1;CCEN;Matemática - Licenciatura;Noturno;42;150;6;6;3
2021;Presencial;1;CCEN;Química - Bacharelado;Integral;20;68;3;4;7
2021;Presencial;1;CCEN;Química - Licenciatura;Noturno;34;111;8;7;8
2021;Presencial;1;CCJ;Direito;Matutino;50;505;32;12;8
2021;Presencial;1;CCJ;Direito;Noturno;49;745;41;17;15
2021;Presencial;1;CCM;Medicina;Integral;70;815;63;2;6
2021;Presencial;1;CCS;Educação Física - Bacharelado;Integral;60;460;29;34;17
2021;Presencial;1;CCS;Educação Física - Licenciatura;Integral;60;405;31;41;12
2021;Presencial;1;CCS;Enfermagem;Integral;61;389;33;13;9
2021;Presencial;1;CCS;Farmácia;Integral;44;434;39;12;10
2021;Presencial;1;CCS;Fisioterapia;Integral;41;329;26;11;12
2021;Presencial;1;CCS;Fonoaudiologia;Integral;28;115;1;1;1
2021;Presencial;1;CCS;Nutrição;Integral;30;217;19;15;7
2021;Presencial;1;CCS;Odontologia;Integral;49;436;43;18;11
2021;Presencial;1;CCS;Odontologia;Noturno;20;178;14;6;3
2021;Presencial;1;CCS;Terapia Ocupacional;Integral;25;156;4;5;3
2021;Presencial;1;CCSA;Administração;Matutino;49;385;31;15;7
2021;Presencial;1;CCSA;Administração;Noturno;50;365;23;26;15
2021;Presencial;1;CCSA;Ciências Atuariais;Integral;36;107;3;6;7
2021;Presencial;1;CCSA;Ciências Contábeis;Noturno;49;363;19;28;19
2021;Presencial;1;CCSA;Ciências Contábeis;vespertino;58;461;32;21;10
2021;Presencial;1;CCSA;Ciências Econômicas;Matutino;57;243;10;9;19
2021;Presencial;1;CCSA;Ciências Econômicas;Noturno;58;227;6;18;28
2021;Presencial;1;CCSA;Hotelaria;Integral;0;89;7;12;5
2021;Presencial;1;CCSA;Secretariado;Noturno;50;348;22;36;10
2021;Presencial;1;CCSA;Serviço Social;Matutino;83;272;23;4;3
2021;Presencial;1;CCSA;Serviço Social;vespertino;7;200;28;17;16
2021;Presencial;1;CCSA;Turismo;Noturno;3;119;7;11;11
2021;Presencial;1;CCSA;Turismo;vespertino;35;140;6;6;6
2021;Presencial;1;CE;Pedagogia;Matutino;61;408;35;19;11
2021;Presencial;1;CE;Pedagogia;Noturno;79;400;21;25;18
2021;Presencial;1;CE;Pedagogia;vespertino;7;170;11;13;5
2021;Presencial;1;CFCH;Arqueologia;Integral;30;109;9;11;3
2021;Presencial;1;CFCH;Ciência Política;Integral;73;208;12;7;13
2021;Presencial;1;CFCH;Ciências Sociais - Bacharelado;vespertino;66;212;8;19;12
2021;Presencial;1;CFCH;Ciências Sociais - Licenciatura;Noturno;8;185;14;26;13
2021;Presencial;1;CFCH;Filosofia - Bacharelado;vespertino;27;74;2;1;4
2021;Presencial;1;CFCH;Filosofia - Licenciatura;vespertino;43;139;7;6;7
2021;Presencial;1;CFCH;Geografia - Bacharelado;vespertino;62;204;4;14;17
2021;Presencial;1;CFCH;Geografia - Licenciatura;Matutino;63;218;10;7;5
2021;Presencial;1;CFCH;Geografia - Licenciatura;Noturno;65;218;6;10;14
2021;Presencial;1;CFCH;História - Bacharelado;vespertino;43;125;1;9;10
2021;Presencial;1;CFCH;História - Licenciatura;Noturno;0;196;9;24;10
2021;Presencial;1;CFCH;História - Licenciatura;vespertino;20;91;4;3;4
2021;Presencial;1;CFCH;Museologia;Noturno;39;107;4;4;3
2021;Presencial;1;CFCH;Psicologia;Integral;40;373;20;10;6
2021;Presencial;1;CIn;Ciência da Computação;Integral;63;525;16;9;27
2021;Presencial;1;CIn;Engenharia da Computação;Integral;57;517;20;24;15
2021;Presencial;1;CIn;Sistema de Informação;Integral;43;337;10;7;12
2021;Presencial;1;CTG;ABI-Engenharia;Integral;324;379;0;77;1
2021;Presencial;1;CTG;Engenharia Biomédica;Integral;29;125;6;5;9
2021;Presencial;1;CTG;Engenharia Cartográfica e de Agrimensura;Integral;30;83;4;7;8
2021;Presencial;1;CTG;Engenharia Cartográfica e de Agrimensura;Noturno;1;46;0;26;6
2021;Presencial;1;CTG;Engenharia Civil;Integral;14;519;18;20;21
2021;Presencial;1;CTG;Engenharia de Alimentos;Integral;2;96;1;3;5
2021;Presencial;1;CTG;Engenharia de Controle e Automação;Integral;3;205;8;5;6
2021;Presencial;1;CTG;Engenharia de Energia;Integral;1;91;3;1;2
2021;Presencial;1;CTG;Engenharia de Materiais;Integral;6;75;5;1;6
2021;Presencial;1;CTG;Engenharia de Minas;Integral;28;93;2;14;3
2021;Presencial;1;CTG;Engenharia de Produção;Integral;39;207;11;3;2
2021;Presencial;1;CTG;Engenharia de Telecomunicações;Integral;0;32;0;3;6
2021;Presencial;1;CTG;Engenharia Elétrica;Integral;3;320;21;7;10
2021;Presencial;1;CTG;Engenharia Eletrônica;Integral;5;237;6;8;19
2021;Presencial;1;CTG;Engenharia Mecânica;Integral;0;511;21;19;18
2021;Presencial;1;CTG;Engenharia Naval;Integral;0;89;4;8;5
2021;Presencial;1;CTG;Engenharia Química;Integral;7;404;17;5;7
2021;Presencial;1;CTG;Geologia;Integral;20;124;1;10;8
2021;Presencial;1;CTG;Oceanografia;Integral;25;89;4;4;2
2021;Presencial;1;CTG;Química Industrial;Noturno;45;173;8;10;14
2021;Presencial;2;CAA;Administração - CAA;Matutino;38;331;10;17;13
2021;Presencial;2;CAA;Administração - CAA;Noturno;38;304;11;14;15
2021;Presencial;2;CAA;Ciências Econômicas - CAA;Noturno;49;361;15;33;22
2021;Presencial;2;CAA;Comunicação Social - CAA;Integral;0;159;3;11;3
2021;Presencial;2;CAA;Design - CAA;Integral;39;307;11;20;28
2021;Presencial;2;CAA;Design - CAA;Noturno;38;313;3;30;46
2021;Presencial;2;CAA;Engenharia Civil - CAA;Integral;36;314;24;16;21
2021;Presencial;2;CAA;Engenharia de Produção - CAA;Integral;21;302;7;24;10
2021;Presencial;2;CAA;Física - CAA;Noturno;39;249;11;31;17
2021;Presencial;2;CAA;Matemática - CAA;Noturno;39;309;22;13;18
2021;Presencial;2;CAA;Medicina - CAA;Integral;0;464;74;7;1
